SESSION,FILLE-ID,S,E,SPEAKER,UH_OR_UM,WITH_OR_OMIT_FILLER,NOW_CROSS,FUT_CROSS,FILLER_F0,FILLER_INT,LOC,WORDS_IN_DA,DA,DIFF_NOW_CROSS,DIFF_FUT_CROSS
2921,9332,117.629,118.125125,0,um,1,261,251,-2.228,-6.599,7,13,sd,31.0,29.0
2921,5817,156.0965,156.34,1,uh,1,238,230,-2.465,-0.76,1,7,sv,-4.0,230.0
2921,5814,210.039,210.214625,0,uh,1,-1,-1,-3.556,-2.232,5,7,qy,0.0,0.0
2921,9333,271.557125,272.16025,0,um,1,-1,-1,-2.371,-1.668,0,15,qy,0.0,0.0
2921,9341,285.392625,285.991875,1,um,1,379,356,-1.266,-0.155,2,10,sd,54.0,44.0
2921,9342,315.5325,315.90925,1,um,1,-1,-1,-1.843,-0.416,1,2,%,0.0,0.0
2921,9334,327.994375,328.395,0,um,1,-1,-1,-2.384,-1.553,3,5,%,0.0,0.0
2921,9335,340.402375,341.15925,0,um,1,274,242,-1.512,-2.399,0,10,sd,214.0,185.0
2921,9336,343.932375,344.61075,0,um,1,499,-1,-2.67,-1.835,0,12,sd,500.0,0.0
2921,9337,355.843375,356.13025,0,um,1,299,271,-2.613,-1.848,6,19,sd,-2.0,-5.0
2921,9338,386.04625,386.387125,0,um,1,-1,-1,-1.415,-0.221,1,12,sd,-1.0,0.0
2921,5818,393.810875,394.240625,1,uh,1,-1,-1,-0.831,0.159,0,1,b@,-1.0,-1.0
2921,5819,431.3795,431.841125,1,uh,1,456,-1,-1.143,-0.323,4,13,sd,42.0,0.0
2921,9339,446.763875,447.086125,0,um,1,0,-1,-1.758,-1.685,1,6,%,1.0,0.0
2921,5815,465.75275,465.93175,0,uh,1,372,283,-2.29,-2.834,1,2,%,14.0,11.0
2921,5816,492.874625,493.139625,0,uh,1,280,233,-1.663,-1.13,4,27,sv,276.0,229.0
2921,9340,524.931875,525.371625,0,um,1,-1,-1,-2.529,-2.856,2,22,sd,0.0,0.0
2921,5820,579.451,580.02475,1,uh,1,-1,-1,-0.878,-0.186,3,20,sd,0.0,0.0
2921,5821,587.817125,588.27625,1,uh,1,-1,-1,-1.112,-0.129,1,5,h,0.0,0.0
2921,5813,79.650125,80.001875,0,uh,1,335,305,-3.329,-10.147,5,17,sd,23.0,19.0
2926,9367,114.545125,114.818125,1,um,1,150,151,-1.409,-0.892,2,9,sd,32.0,33.0
2926,9368,120.805125,121.221875,1,um,1,57,36,-2.127,-1.314,7,9,sv,-22.0,-37.0
2926,5853,179.9415,180.335125,0,uh,1,265,243,-1.176,-1.59,8,18,sd,-8.0,-7.0
2926,5854,181.17275,181.471375,0,uh,1,138,108,-0.445,-1.772,11,18,sd,4.0,7.0
2926,5856,199.86575,200.25175,1,uh,1,-1,-1,-1.909,-1.052,2,6,%,0.0,0.0
2926,9369,202.90975,203.28875,1,um,1,-1,-1,-2.07,-1.2,5,6,sv,0.0,0.0
2926,9364,273.556375,273.8645,0,um,1,-1,-1,-1.405,-1.604,1,27,sd,0.0,0.0
2926,5857,315.5585,316.033125,1,uh,1,-1,-1,-2.391,-1.463,11,17,+,0.0,0.0
2926,9370,361.762875,362.059375,1,um,1,-1,-1,-2.183,-1.497,1,15,+,0.0,0.0
2926,5858,383.155375,383.553125,1,uh,1,231,221,-2.066,-1.437,27,47,+,1.0,9.0
2926,5859,477.135875,477.743875,1,uh,1,350,404,-2.515,-1.468,1,29,sv,31.0,26.0
2926,9371,585.03525,585.355625,1,um,1,-1,-1,-1.79,-0.982,7,31,+,0.0,0.0
2926,9363,69.275625,69.60825,0,um,1,92,63,-1.565,-1.85,4,29,sv,-3.0,-5.0
2926,9365,81.72575,81.98075,1,um,1,-1,-1,-1.998,-1.135,7,24,sd,0.0,0.0
2926,5855,82.79925,83.233,1,uh,1,-1,-1,-2.015,-1.217,8,24,sd,0.0,0.0
2926,9366,94.78125,95.1645,1,um,1,66,54,-1.555,-0.327,3,4,sd,31.0,29.0
2927,9313,105.35175,105.72175,0,um,1,-1,-1,-0.619,-0.412,12,24,sd,0.0,0.0
2927,9314,162.742,163.342,0,um,1,-1,-1,-1.04,-0.314,0,22,sd,-14.0,-8.0
2927,9315,167.922,168.252,0,um,1,-1,-1,-2.07,0.409,21,22,sd,0.0,0.0
2927,5793,173.302,173.542,0,uh,1,421,389,-0.911,-0.291,8,13,sd,27.0,40.0
2927,9316,174.17275,174.56275,0,um,1,242,225,-0.973,-0.543,9,13,sd,58.0,64.0
2927,9317,214.39325,214.61325,0,um,1,-1,-1,-0.5,-0.166,6,10,sd,0.0,0.0
2927,9318,226.73,227.13,0,um,1,36,12,-1.038,-0.438,0,21,sd,36.0,12.0
2927,9319,235.36175,235.84175,0,um,1,231,219,-0.953,-0.636,4,5,+,26.0,28.0
2927,9309,30.34575,30.81575,0,um,1,-1,-1,-0.049,-0.175,0,18,sd,0.0,0.0
2927,9310,40.567875,40.937875,0,um,1,-1,-1,-0.069,-0.219,1,10,+,0.0,0.0
2927,9311,53.80975,54.41975,0,um,1,-1,476,-1.044,-0.465,1,8,sd,-495.0,19.0
2927,9312,71.01675,71.68675,0,um,1,258,244,-0.492,-0.416,1,8,sd,73.0,92.0
2927,5792,82.420625,82.770625,0,uh,1,266,243,0.35,-0.495,11,17,sd,39.0,58.0
2930,5735,151.32325,151.712875,0,uh,1,-1,-1,-1.343,-0.501,8,17,sd,0.0,0.0
2930,5736,155.26,155.57975,0,uh,1,-1,-1,-1.262,-0.78,1,3,+,0.0,0.0
2930,5740,181.6045,181.9045,1,uh,1,-1,-1,-2.006,-2.14,2,7,+,0.0,0.0
2930,5737,263.508,263.758,0,uh,1,322,297,-0.861,-0.922,1,6,%,55.0,47.0
2930,5738,279.402375,279.74475,0,uh,1,434,301,-1.747,-1.099,1,7,sd,120.0,52.0
2930,5734,30.266375,30.46575,0,uh,1,259,251,-2.2,-0.777,2,6,sd,-15.0,-13.0
2930,5741,309.54425,309.757375,1,uh,1,185,174,-2.09,-1.895,1,9,sd,114.0,105.0
2930,5739,71.8845,72.1845,1,uh,1,-1,-1,-1.418,-1.79,1,2,%,0.0,0.0
2932,9297,115.691375,116.053375,1,um,1,-1,-1,-2.263,-0.83,5,31,sd,0.0,0.0
2932,9298,129.498625,130.0115,1,um,1,212,192,-1.893,-1.64,7,8,sd,74.0,70.0
2932,5750,158.923,159.091375,1,uh,1,0,0,-1.68,-1.304,11,22,sd,-8.0,0.0
2932,5751,183.952,184.32675,1,uh,1,224,211,-2.144,-0.549,3,4,%,73.0,83.0
2932,5749,21.79375,22.3325,1,uh,1,17,0,-0.189,-0.515,9,10,sv,8.0,-1.0
2932,5744,213.863625,214.245625,0,uh,1,-1,-1,-0.789,-1.076,10,18,sd,0.0,0.0
2932,9299,253.628125,253.95475,1,um,1,0,0,-2.549,-1.236,1,6,sd,-10.0,0.0
2932,5752,266.183625,266.41175,1,uh,1,0,0,-2.675,-1.299,1,25,sd,-4.0,0.0
2932,5753,274.540375,274.888625,1,uh,1,0,0,-1.403,-0.695,18,25,sd,0.0,0.0
2932,5745,335.93875,336.278125,0,uh,1,189,166,-1.509,-1.566,0,6,sd,-6.0,-3.0
2932,5746,363.388875,363.858875,0,uh,1,-1,472,-1.225,-1.463,6,7,sv,-484.0,132.0
2932,5747,402.116875,402.554125,0,uh,1,-1,475,-0.864,-0.9,0,8,sd,-473.0,108.0
2932,5754,420.4895,420.84775,1,uh,1,-1,-1,-2.404,-1.899,8,18,sd,0.0,0.0
2932,5755,455.171625,455.438125,1,uh,1,191,184,-2.027,-1.71,2,4,b,62.0,62.0
2932,5756,464.7145,464.9885,1,uh,1,245,237,-2.126,-1.4,3,14,sv,15.0,14.0
2932,5748,503.094625,503.50775,0,uh,1,296,270,-0.712,-0.629,12,30,sd,99.0,92.0
2932,5757,571.957875,572.104,1,uh,1,-1,-1,-1.7,-0.617,2,20,sv,0.0,0.0
2932,5758,572.172625,572.49775,1,uh,1,-1,-1,-2.257,-1.4,3,20,sv,0.0,0.0
2932,9300,588.882125,589.152125,1,um,1,217,161,-1.801,-1.453,6,21,sv,56.0,31.0
2932,5742,59.17725,59.76175,0,uh,1,267,248,-0.716,-0.388,0,8,sd,140.0,213.0
2932,5759,595.682375,595.941,1,uh,1,180,75,-2.513,-1.342,1,11,%,50.0,-5.0
2932,5743,72.447875,72.730875,0,uh,1,337,301,-1.06,-1.404,18,24,sd,52.0,38.0
2934,9373,129.06275,129.48275,0,um,1,397,360,-0.469,-0.162,1,17,sd,143.0,120.0
2934,5863,141.135875,141.484375,0,uh,1,-1,461,0.118,0.341,3,17,nd,-469.0,87.0
2934,5864,153.602375,153.792375,0,uh,1,302,283,-0.738,-0.933,14,18,ar,27.0,21.0
2934,5879,163.89275,164.06275,1,uh,1,-1,-1,-3.794,-1.653,1,10,sd,0.0,0.0
2934,9377,179.541375,180.111375,1,um,1,333,304,-0.804,-1.033,0,8,sd,10.0,13.0
2934,5880,195.616,195.80575,1,uh,1,-1,-1,-4.204,-2.138,1,8,%,0.0,0.0
2934,5865,217.83975,218.093875,0,uh,1,-1,-1,-0.172,0.142,1,11,sv,0.0,0.0
2934,5866,239.798,240.057625,0,uh,1,485,481,-1.236,-1.422,10,11,sd,486.0,482.0
2934,5867,253.108875,253.40675,0,uh,1,244,236,-0.951,-0.364,1,14,sd,19.0,24.0
2934,5868,267.036125,267.43275,0,uh,1,-1,462,-1.236,-0.682,1,6,sd,-460.0,62.0
2934,5869,278.514875,278.825875,0,uh,1,0,238,-1.327,-0.298,8,23,sd,-1.0,237.0
2934,5870,284.794875,285.1445,0,uh,1,329,297,-1.524,-0.796,1,5,%,77.0,50.0
2934,5881,293.333625,293.733625,1,uh,1,-1,-1,-1.852,-1.609,3,5,%,0.0,0.0
2934,5871,302.440125,302.790625,0,uh,1,-1,-1,-1.284,-0.395,1,15,sd,0.0,-377.0
2934,9378,324.33175,324.64825,1,um,1,-1,-1,-2.903,-16.301,9,22,sd,0.0,0.0
2934,5882,327.29175,327.545875,1,uh,1,-1,-1,-1.493,-1.909,16,22,sd,0.0,0.0
2934,9379,330.501625,330.951625,1,um,1,364,412,-2.688,-1.701,0,9,sd,120.0,147.0
2934,5883,333.511625,333.841625,1,uh,1,224,213,-2.568,-1.345,2,7,sd,37.0,78.0
2934,9374,361.022375,361.465,0,um,1,-1,0,-1.006,-0.968,0,10,sd,0.0,1.0
2934,5872,383.418625,383.74475,0,uh,1,-1,-1,-0.556,0.257,5,32,sd^e,0.0,0.0
2934,5873,386.23625,386.602125,0,uh,1,-1,-1,-0.955,-0.187,17,32,sd^e,0.0,0.0
2934,9376,42.7835,43.0935,1,um,1,0,0,-2.565,-1.204,5,16,sd,-93.0,-75.0
2934,5874,422.786,423.155,0,uh,1,-1,-1,-1.116,-0.383,6,9,sd,0.0,0.0
2934,5875,454.0255,454.265375,0,uh,1,261,247,-1.108,-0.366,7,26,sd,-11.0,-8.0
2934,5876,457.3655,457.83725,0,uh,1,216,207,-1.797,-0.783,21,26,sd,97.0,104.0
2934,9380,481.5945,482.0045,1,um,1,199,50,-0.811,-1.388,9,28,sd,39.0,-56.0
2934,9375,487.356,487.666,0,um,1,-1,-1,-0.01,-0.875,0,1,b,0.0,0.0
2934,5877,496.687625,497.0255,0,uh,1,-1,-1,-0.426,-0.326,1,11,sd,0.0,0.0
2934,5878,56.523375,56.813375,1,uh,1,330,310,-2.669,-1.4,1,2,%,86.0,77.0
2934,9372,75.4095,75.7695,0,um,1,-1,-1,-0.656,-0.124,7,16,sd,0.0,0.0
2934,5861,93.14725,93.5725,0,uh,1,263,249,-1.604,-0.869,13,26,+,32.0,30.0
2934,5862,96.39725,96.6455,0,uh,1,220,217,-0.924,-0.463,20,26,+,57.0,62.0
2938,9320,144.10975,144.68475,1,um,1,-1,-1,-2.579,-0.554,1,7,sv,0.0,0.0
2938,5795,177.296,177.55875,0,uh,1,201,154,-1.741,-1.67,1,2,%,-27.0,-49.0
2938,5796,219.3515,219.67775,0,uh,1,-1,-1,-1.481,-2.114,1,6,sv,0.0,0.0
2938,5797,264.008,264.356375,0,uh,1,289,275,-1.922,-1.293,5,12,sd,-13.0,-8.0
2938,9321,290.94275,291.298125,1,um,1,499,499,-1.215,0.121,2,16,sv,500.0,500.0
2938,5801,30.456125,30.920375,1,uh,1,0,0,-2.389,-0.884,4,7,sd,-29.0,-7.0
2938,5798,305.1825,305.495125,0,uh,1,-1,-1,-1.687,-1.429,2,5,qy,0.0,0.0
2938,5794,41.21875,41.5145,0,uh,1,-1,-1,-1.717,-1.703,6,13,qo,0.0,0.0
2938,9322,521.650875,522.03625,1,um,1,-1,-1,-1.627,-0.39,10,16,sd,0.0,0.0
2938,5799,543.1645,543.495,0,uh,1,275,248,-1.075,-1.34,2,7,+,86.0,86.0
2938,9323,564.503375,565.074375,1,um,1,10,-1,-1.213,-1.161,13,14,sd,11.0,0.0
2938,5802,57.55225,57.813125,1,uh,1,249,257,-1.918,-0.41,13,21,sv,15.0,16.0
2938,5800,598.548125,598.82,0,uh,1,491,422,-2.054,-0.78,1,3,%,34.0,70.0
2952,5917,142.474375,142.807625,1,uh,1,-1,-1,-1.464,-0.785,1,21,sd,0.0,0.0
2952,5918,158.879,159.16525,1,uh,1,-1,-1,-0.381,-0.46,10,33,sd,0.0,0.0
2952,5919,202.135,202.319125,1,uh,1,-1,-1,-1.694,-1.05,1,25,sd,-484.0,0.0
2952,5920,210.830375,211.004625,1,uh,1,35,39,-1.024,-1.172,8,18,sd,2.0,1.0
2952,9383,229.256875,229.670875,0,um,1,-1,-1,-1.331,-1.168,0,10,qy,0.0,0.0
2952,5921,273.826875,274.02975,1,uh,1,-1,-1,-1.876,-0.811,1,11,sd,0.0,0.0
2952,5922,291.127625,291.355625,1,uh,1,-1,-1,-1.437,-1.038,6,8,sd,0.0,0.0
2952,5923,388.14975,388.33975,1,uh,1,463,499,-0.676,-1.635,6,14,sd,10.0,500.0
2952,5924,409.359375,409.63875,1,uh,1,271,277,-0.97,-1.171,15,25,sd,59.0,51.0
2952,5925,448.207125,448.46625,1,uh,1,-1,-1,-0.489,-1.099,0,13,sd,0.0,0.0
2952,5926,476.316875,476.616375,1,uh,1,251,249,-0.681,0.35,1,15,sd,18.0,19.0
2952,5927,481.578125,481.6765,1,uh,1,209,210,-1.33,-0.48,1,8,sd,-7.0,-6.0
2952,5916,91.849,92.205125,1,uh,1,499,499,-0.631,-0.365,9,43,sd,500.0,500.0
2953,5712,150.7445,150.958875,0,uh,1,-1,-1,-1.265,-1.496,12,13,sd,0.0,0.0
2953,5713,160.823,161.23625,0,uh,1,252,239,-0.549,-0.528,3,7,%,40.0,40.0
2953,5714,171.425625,171.7375,0,uh,1,242,225,-1.496,-0.701,4,23,sd,41.0,48.0
2953,5715,205.4185,205.5585,0,uh,1,231,219,0.196,-0.856,22,27,sd(^q),5.0,7.0
2953,5711,25.823375,26.128625,0,uh,1,-1,-1,-0.64,-1.25,7,8,sd,0.0,0.0
2953,5716,447.5505,447.833375,0,uh,1,261,252,-1.703,-0.827,0,13,sd,153.0,39.0
2953,5720,48.56725,48.86725,1,uh,1,-1,-1,-1.091,-0.693,9,18,o@,0.0,0.0
2953,5717,487.808875,488.008875,0,uh,1,-1,-1,-1.669,-1.543,6,8,+,0.0,0.0
2953,5718,489.22775,489.5355,0,uh,1,-1,-1,-1.762,-1.95,0,1,%,0.0,0.0
2953,5719,496.017875,496.237875,0,uh,1,-1,-1,-0.024,-0.745,1,10,sd,0.0,0.0
2953,5721,530.775875,531.405125,1,uh,1,-1,-1,-2.023,-1.273,2,5,%,0.0,0.0
2953,9284,580.914125,581.411875,1,um,1,4,3,-1.884,-0.988,2,12,qh,-12.0,-10.0
2953,9285,582.114625,582.483,1,um,1,281,282,-1.583,-1.039,5,12,qh,249.0,38.0
2953,9283,76.63425,77.14425,1,um,1,419,424,-1.432,-0.906,3,18,sd,22.0,23.0
2955,9293,115.05375,115.660625,1,um,1,-1,-1,-2.73,-1.694,0,25,sd,0.0,0.0
2955,9294,123.091125,123.600875,1,um,1,0,2,-3.141,-11.36,6,18,sv,-115.0,-110.0
2955,5728,141.40475,141.938,0,uh,1,-1,-1,-2.288,-0.629,8,12,sv,0.0,0.0
2955,5730,171.73375,172.015125,1,uh,1,288,280,-3.341,-2.011,10,22,sv,25.0,21.0
2955,9295,175.541625,176.112125,1,um,1,-1,-1,-3.386,-1.886,0,11,sv,-466.0,-490.0
2955,9296,179.58375,179.972375,1,um,1,215,189,-2.398,-1.925,0,12,sv,103.0,81.0
2955,9290,24.162625,24.82275,1,um,1,-1,-1,-3.618,-11.577,7,8,sd,0.0,0.0
2955,5731,304.011625,304.3745,1,uh,1,-1,-1,-2.628,-10.904,4,10,fc,0.0,0.0
2955,5732,306.986,307.227875,1,uh,1,-1,-1,-3.223,-8.685,6,17,fc,0.0,0.0
2955,9291,38.17275,38.724625,1,um,1,0,0,-2.633,-1.695,9,11,sd,-107.0,-110.0
2955,9292,45.11875,45.693875,1,um,1,0,0,-3.367,-1.896,18,19,sd,0.0,0.0
2955,5727,66.816625,67.138375,0,uh,1,301,286,-0.619,-0.065,0,14,sv,29.0,24.0
2956,5690,137.499375,137.73225,0,uh,1,211,137,0.246,-0.187,0,8,sv,185.0,106.0
2956,5691,191.573125,191.84025,0,uh,1,0,222,-0.737,-0.832,3,11,%,-225.0,9.0
2956,5692,193.063125,193.3395,0,uh,1,1,2,-0.684,-0.633,7,11,%,-143.0,-121.0
2956,5693,204.76075,204.94125,0,uh,1,163,149,-1.56,-1.113,6,21,sd,18.0,16.0
2956,5686,22.961625,23.1645,0,uh,1,225,215,-0.804,-0.515,11,20,sv,16.0,18.0
2956,5687,24.411625,25.0115,0,uh,1,25,246,-0.836,-0.469,13,20,sv,-176.0,89.0
2956,5694,279.7975,280.05925,0,uh,1,142,162,-0.906,-0.304,0,23,sv,117.0,140.0
2956,5695,295.049625,295.34475,0,uh,1,0,0,-0.886,-0.714,5,7,+,0.0,0.0
2956,5688,34.93875,35.27875,0,uh,1,273,255,-0.957,-0.868,9,40,sv,28.0,28.0
2956,5697,366.089375,366.705875,1,uh,1,262,259,-2.994,-1.48,9,20,sv,35.0,38.0
2956,5696,474.85125,475.275125,0,uh,1,244,234,-0.554,-0.553,10,34,sv,17.0,27.0
2956,5698,582.555,582.90825,1,uh,1,0,0,-3.039,-1.781,3,5,%,-4.0,-2.0
2956,5699,591.0865,591.774875,1,uh,1,254,251,-4.317,-1.929,4,13,sv,11.0,11.0
2956,5689,77.011875,77.4065,0,uh,1,229,211,-1.536,-1.687,7,16,+,-12.0,-13.0
2956,9277,91.1075,91.65025,1,um,1,-1,-1,-2.971,-1.57,16,31,sd,0.0,0.0
2965,5769,116.81475,117.1945,0,uh,1,195,152,-2.487,0.017,1,18,sd,63.0,49.0
2965,5770,126.717625,127.137625,0,uh,1,100,54,-3.016,0.126,10,28,sd,18.0,4.0
2965,9301,130.94,131.23,0,um,1,91,54,-2.31,-0.025,18,28,sd,44.0,25.0
2965,5771,142.781625,143.071625,0,uh,1,190,142,-2.325,-0.035,6,38,sd,84.0,72.0
2965,5772,145.88525,146.24075,0,uh,1,118,71,-3.041,-0.553,14,38,sd,41.0,28.0
2965,9302,158.644625,159.174625,0,um,1,0,0,-2.677,-0.345,7,15,sd,-9.0,0.0
2965,9306,176.512875,177.022875,1,um,1,499,499,-2.516,-2.001,10,22,sd,500.0,500.0
2965,5784,190.7895,191.275,1,uh,1,252,225,-1.55,-1.48,9,10,sd,44.0,24.0
2965,5785,195.729125,196.0795,1,uh,1,327,311,-0.561,-0.926,1,11,sd,46.0,41.0
2965,5786,199.799125,199.999125,1,uh,1,337,305,-3.012,-1.087,1,9,sd,49.0,38.0
2965,5787,205.64325,205.93575,1,uh,1,375,360,-0.816,-1.177,1,13,sd,24.0,23.0
2965,5788,211.670625,212.15975,1,uh,1,0,0,-0.07,-0.704,0,10,sd,-169.0,-143.0
2965,5789,223.461375,223.837125,1,uh,1,259,248,-1.937,-1.279,0,12,sd,55.0,71.0
2965,5762,23.67325,24.011,0,uh,1,216,1,-2.801,0.178,12,15,sd,19.0,1.0
2965,9307,240.634625,241.074375,1,um,1,198,188,-2.417,-1.477,13,19,sd,50.0,47.0
2965,9308,262.41775,262.81775,1,um,1,250,234,-1.479,-0.913,3,6,%,37.0,36.0
2965,5773,272.48625,272.76625,0,uh,1,-1,-1,-1.456,0.276,4,9,sd,0.0,0.0
2965,5774,284.25625,284.467,0,uh,1,0,0,-4.156,-0.658,1,7,sd,-23.0,-19.0
2965,9303,293.75225,294.12225,0,um,1,294,260,-1.505,0.024,0,4,sd,294.0,260.0
2965,5775,297.072125,297.398625,0,uh,1,-1,472,-2.402,0.008,4,5,+,-490.0,115.0
2965,5763,30.34925,30.694375,0,uh,1,175,134,-3.363,0.02,13,20,sd,24.0,39.0
2965,5776,309.71275,310.059,0,uh,1,488,402,-2.623,-0.081,1,9,sd,70.0,74.0
2965,5777,317.4725,318.0325,0,uh,1,-1,-1,-2.633,-0.531,3,18,sd,0.0,0.0
2965,5778,323.381125,323.532875,0,uh,1,7,5,-4.043,-0.826,14,18,sd,-3.0,-3.0
2965,5779,342.431875,342.761875,0,uh,1,3,0,-3.536,-0.623,7,10,sd,-3.0,0.0
2965,5764,35.79425,36.0565,0,uh,1,132,103,-2.286,0.03,4,12,sd,1.0,3.0
2965,5780,396.255625,396.595625,0,uh,1,-1,-1,-2.366,-0.079,2,15,sd,0.0,0.0
2965,5790,416.985,417.17225,1,uh,1,-1,-1,-1.176,-1.457,1,8,sd,0.0,0.0
2965,5781,423.6425,423.8225,0,uh,1,0,0,-4.222,-0.783,13,29,b,-7.0,0.0
2965,9304,429.499875,429.976375,0,um,1,499,499,-1.192,0.148,28,29,b,500.0,500.0
2965,9305,433.7265,434.1265,0,um,1,265,243,-3.385,-0.32,11,19,sd,39.0,45.0
2965,5782,452.624,452.934,0,uh,1,1,0,-3.859,-0.303,1,11,sd,-15.0,-1.0
2965,5783,462.9505,463.0205,0,uh,1,103,59,-4.177,-0.448,2,9,sd,2.0,5.0
2965,5765,47.07675,47.2595,0,uh,1,103,18,-2.657,-0.061,3,6,sv,88.0,15.0
2965,5766,63.87775,64.811625,0,uh,1,-1,498,-2.761,0.131,0,13,sd,-391.0,194.0
2965,5767,85.208,85.55225,0,uh,1,223,184,-2.902,-0.142,1,17,sd,61.0,76.0
2965,5768,94.729375,95.06375,0,uh,1,141,105,-2.569,0.25,1,11,sd,23.0,20.0
2967,9385,117.762375,118.182375,0,um,1,-1,-1,-1.827,-1.111,2,18,sd,0.0,0.0
2967,5934,150.549875,151.340875,1,uh,1,250,249,-1.067,-0.864,0,5,sv,152.0,150.0
2967,5935,160.824,161.0645,1,uh,1,288,327,-0.846,-0.854,7,9,sv,6.0,5.0
2967,5936,164.85775,165.25275,1,uh,1,1,28,-2.013,-1.515,13,14,sv,-3.0,16.0
2967,5937,190.1475,190.397125,1,uh,1,209,227,-0.677,-0.769,3,11,sd,37.0,22.0
2967,5932,20.350875,20.732125,1,uh,1,0,0,-0.629,-1.204,1,9,sd,-1.0,0.0
2967,5930,247.950625,248.322,0,uh,1,0,-1,-3.655,-1.753,13,18,sd,0.0,0.0
2967,5928,25.624,26.114625,0,uh,1,-1,-1,-2.732,-1.534,6,9,sd,0.0,0.0
2967,9386,296.8285,297.15225,0,um,1,0,250,-3.612,-1.764,17,24,sd,-2.0,107.0
2967,5938,304.02725,304.231375,1,uh,1,-1,-1,-3.104,-1.078,1,12,sd,0.0,0.0
2967,5939,304.8985,305.0285,1,uh,1,-1,-1,-0.87,-0.92,3,12,sd,0.0,0.0
2967,5940,346.931875,347.281625,1,uh,1,-1,-1,-0.045,-0.069,0,11,sd,0.0,0.0
2967,5941,348.83125,349.275625,1,uh,1,-1,-1,-0.133,-0.617,6,11,sd,0.0,0.0
2967,5942,351.980625,352.479,1,uh,1,-1,-1,-0.483,-0.519,0,6,sd,0.0,0.0
2967,5943,369.94375,370.186125,1,uh,1,205,193,-1.541,-1.175,4,30,+,63.0,61.0
2967,5944,376.511125,376.713375,1,uh,1,0,0,-0.578,-1.208,2,8,sd,-9.0,0.0
2967,5945,382.717875,383.3995,1,uh,1,365,385,-1.805,-1.224,4,12,sv,-36.0,-42.0
2967,5946,387.32525,387.923375,1,uh,1,355,376,-0.508,-1.381,3,15,sd,28.0,18.0
2967,5947,423.062125,423.45875,1,uh,1,-1,-1,-0.392,0.395,0,2,%,0.0,0.0
2967,5948,437.897375,438.15625,1,uh,1,0,0,-1.205,-0.877,6,15,sv,-6.0,0.0
2967,5949,440.878375,441.115125,1,uh,1,0,0,-2.492,-1.501,14,15,sv,-14.0,0.0
2967,5929,55.85575,56.333375,0,uh,1,244,191,-3.158,-1.336,6,14,+,216.0,166.0
2967,5933,83.825875,84.1695,1,uh,1,22,12,-0.179,-1.388,8,12,sd,-34.0,-53.0
2967,9384,93.334875,93.688375,0,um,1,-1,-1,-3.449,-8.956,5,8,sd,0.0,0.0
2969,5827,100.664625,101.084625,1,uh,1,305,323,-1.08,-0.322,5,12,qr,6.0,12.0
2969,5828,220.48425,220.665125,1,uh,1,292,293,-1.136,-0.67,13,22,sv,32.0,32.0
2969,5829,221.13975,221.462,1,uh,1,264,262,-2.005,-1.196,14,22,sv,-5.0,-7.0
2969,5822,237.86325,238.206875,0,uh,1,280,246,-1.136,-0.928,2,9,sd,22.0,27.0
2969,5830,301.31475,301.46475,1,uh,1,224,225,-0.788,-0.614,4,5,sd,5.0,5.0
2969,5823,370.523875,370.78425,0,uh,1,-1,421,-1.592,-1.119,1,5,sd,-479.0,171.0
2969,5824,425.277375,425.72775,0,uh,1,175,158,-1.424,-0.379,0,7,na,-5.0,-8.0
2969,5831,459.138875,459.248,1,uh,1,161,172,-1.243,-0.028,11,23,sd,87.0,47.0
2969,5825,530.311375,530.43675,0,uh,1,3,6,-3.187,-1.664,4,6,sd,4.0,7.0
2969,5826,60.817,61.2715,1,uh,1,265,1,-0.405,0.384,6,7,+,238.0,-1.0
2981,5723,135.375125,135.939,0,uh,1,-1,-1,-0.642,-1.296,21,30,sv,0.0,-444.0
2981,5724,140.55575,141.29125,0,uh,1,232,204,-0.969,-1.252,0,17,sv,232.0,204.0
2981,9289,203.741,204.310375,1,um,1,-1,-1,-1.393,-1.514,12,26,sd,0.0,0.0
2981,9288,224.3715,225.08175,0,um,1,499,499,-1.014,-0.737,0,15,sv,500.0,500.0
2981,5725,231.218625,231.655625,0,uh,1,380,338,-0.883,-1.356,7,15,sv,63.0,65.0
2981,5726,430.784875,431.300625,1,uh,1,23,-1,-2.693,-1.174,9,15,sv,24.0,0.0
2981,9287,51.2355,52.00075,0,um,1,-1,-1,-0.771,-1.008,0,2,%,-1.0,0.0
2981,5722,85.733625,86.092125,0,uh,1,348,281,-1.116,-0.779,0,9,sd,130.0,117.0
2984,9381,188.365125,188.815375,0,um,1,-1,479,-1.803,-1.272,1,10,+,0.0,44.0
2984,5885,20.070625,20.61025,1,uh,1,-1,-1,-1.116,-0.575,6,23,sd,0.0,0.0
2984,9382,215.919125,216.328125,0,um,1,0,221,-2.161,-1.554,1,15,sv,-101.0,144.0
2984,5884,219.5055,219.8865,0,uh,1,0,0,-2.393,-1.821,10,15,sv,-1.0,0.0
2984,5895,235.166375,235.418875,1,uh,1,226,220,-1.397,-1.29,0,15,+,36.0,26.0
2984,5896,235.615625,236.142,1,uh,1,265,258,-1.595,-1.165,1,15,+,35.0,32.0
2984,5897,246.370625,247.1375,1,uh,1,259,252,-1.676,-1.063,1,7,sd,259.0,251.0
2984,5898,263.698,264.015,1,uh,1,271,272,-0.567,-0.477,19,21,sd,17.0,18.0
